Date,Close,Close,Close,Close,Close
2023-04-17,218.8600,102.7400,165.2300,332.7200,105.9700
2023-04-14,221.4900,102.5100,165.2100,338.6300,108.8700
2023-04-13,220.3500,102.4000,165.5600,346.1900,107.4300
2023-04-12,214.0000,97.8300,160.1000,331.0300,104.6400
2023-04-11,213.8500,99.9200,160.8000,338.2100,105.3500
2023-04-10,214.7500,102.1700,162.0300,338.9900,106.4400
2023-04-06,216.1000,102.0600,164.6600,339.3300,108.4200
2023-04-05,211.4800,101.1000,163.7600,342.3500,104.4700
2023-04-04,214.7200,103.9500,165.6300,346.7500,104.7200
2023-04-03,213.0700,102.4100,166.1700,348.2800,104.3600
2023-03-31,211.9400,103.2900,164.9000,345.4800,103.7300
2023-03-30,207.8400,102.0000,162.3600,338.4300,100.8900
2023-03-29,205.3500,100.2500,160.7700,332.0300,101.3900
2023-03-28,200.6800,97.2400,157.6500,323.5200,101.0300
2023-03-27,202.8400,98.0400,158.2800,327.6600,102.4600
2023-03-24,206.0100,98.1300,160.2500,328.3900,105.4400
2023-03-23,204.2800,98.7100,158.9300,320.3700,105.6000
2023-03-22,199.8100,98.7000,157.8300,293.9000,103.3700
2023-03-21,202.1600,100.6100,159.2800,305.7900,104.9200
2023-03-20,197.8100,97.7100,157.4000,305.1300,101.2200
2023-03-17,195.6100,98.9500,155.0000,303.5000,101.6200
2023-03-16,204.9300,100.0400,155.8500,310.0600,100.3200
2023-03-15,197.7500,96.2000,152.9900,303.7900,96.1100
2023-03-14,194.0200,94.8800,152.5900,294.9400,93.9700
2023-03-13,180.9000,92.4300,150.4700,293.5100,91.1100
2023-03-10,179.5100,90.7300,148.5000,292.7600,90.6300
2023-03-09,181.6900,92.2500,150.5900,297.7800,92.3200
2023-03-08,184.9700,93.9200,152.8700,311.7900,94.2500
2023-03-07,184.5100,93.5500,151.6000,308.4700,93.8600
2023-03-06,184.9000,93.7500,153.8300,312.0300,95.1300
2023-03-03,185.2500,94.9000,151.0300,315.1800,93.6500
2023-03-02,174.5300,92.1300,145.9100,311.8800,92.0000
2023-03-01,173.4200,92.1700,145.3100,313.4800,90.3600
2023-02-28,174.9400,94.2300,147.4100,322.1300,90.0600
2023-02-27,169.5400,93.7600,147.9200,323.0300,89.8700
2023-02-24,170.3900,93.5000,146.7100,317.1500,89.1300
2023-02-23,172.0400,95.8200,149.4000,323.6500,90.8900
2023-02-22,171.1200,95.7900,148.9100,334.8800,91.6500
2023-02-21,172.0800,94.5800,148.4800,337.5000,91.7900
2023-02-17,172.8800,97.2000,152.5500,347.9600,94.3500
2023-02-16,172.4400,98.1500,153.7100,350.7100,95.5100
2023-02-15,177.1600,101.1600,155.3300,361.4200,96.9400
2023-02-14,179.4800,99.7000,153.2000,359.9600,94.6800
2023-02-13,179.4300,99.5400,153.8500,358.5700,94.6100
2023-02-10,174.1500,97.6100,151.0100,347.3600,94.5700
2023-02-09,177.9200,98.2400,150.8700,362.5000,95.0100
2023-02-08,183.4300,100.0500,151.9200,366.8300,99.3700
2023-02-07,191.6200,102.1100,154.6500,362.9500,107.6400
2023-02-06,186.0600,102.1800,151.7300,361.4800,102.9000
2023-02-03,186.5300,103.3900,154.5000,365.9000,104.7800
2023-02-02,188.7700,112.9100,150.8200,366.8900,107.7400
2023-02-01,153.1200,105.1500,145.4300,361.9900,100.4300
2023-01-31,148.9700,103.1300,144.2900,353.8600,98.8400
2023-01-30,147.0600,100.5500,143.0000,353.1100,96.9400
2023-01-27,151.7400,102.2400,145.9300,360.7700,99.3700
2023-01-26,147.3000,99.2200,143.9600,364.8700,97.5200
2023-01-25,141.5000,97.1800,141.8600,367.9600,95.2200
2023-01-24,143.1400,96.3200,142.5300,363.8300,97.7000
2023-01-23,143.2700,97.5200,141.1100,357.4200,99.7900
2023-01-20,139.3700,97.2500,137.8700,342.5000,98.0200
2023-01-19,136.1500,93.6800,135.2700,315.7800,93.0500
2023-01-18,133.0200,95.4600,135.2100,326.3300,91.1200
2023-01-17,135.3600,96.0500,135.9400,326.2200,91.2900
2023-01-13,136.9800,98.1200,134.7600,332.8200,92.1200
2023-01-12,136.7100,95.2700,133.4100,330.1300,91.1300
2023-01-11,132.8900,95.0900,133.4900,327.2600,91.5200
2023-01-10,132.9900,89.8700,130.7300,327.5400,88.4200
2023-01-09,129.4700,87.3600,130.1500,315.1700,88.0200
2023-01-06,130.0200,86.0800,129.6200,315.5500,87.3400
2023-01-05,126.9400,83.1200,125.0200,309.7000,86.2000
2023-01-04,127.3700,85.1400,126.3600,309.4100,88.0800
2023-01-03,124.7400,85.8200,125.0700,294.9500,89.1200
